Depto;año;Nombre - Indice;Posición;Puntaje;Grupo
BOLÍVAR;2018;Producción entretenimiento y medios de comunicación globales (porcentaje del PIB);4;42,52155215;5
BOYACÁ;2018;Producción entretenimiento y medios de comunicación globales (porcentaje del PIB);16;4,339039566;5
CALDAS;2018;Producción entretenimiento y medios de comunicación globales (porcentaje del PIB);7;37,16809456;5
CAQUETÁ;2018;Producción entretenimiento y medios de comunicación globales (porcentaje del PIB);9;16,29195005;5
CAUCA;2018;Producción entretenimiento y medios de comunicación globales (porcentaje del PIB);12;7,311371733;5
CESAR;2018;Producción entretenimiento y medios de comunicación globales (porcentaje del PIB);23;0,989969639;5
CÓRDOBA;2018;Producción entretenimiento y medios de comunicación globales (porcentaje del PIB);19;3,04743515;5
CHOCÓ;2018;Producción entretenimiento y medios de comunicación globales (porcentaje del PIB);26;0;5
HUILA;2018;Producción entretenimiento y medios de comunicación globales (porcentaje del PIB);18;3,120353001;5
LA GUAJIRA;2018;Producción entretenimiento y medios de comunicación globales (porcentaje del PIB);24;0,540755615;5
MAGDALENA;2018;Producción entretenimiento y medios de comunicación globales (porcentaje del PIB);10;9,829423843;5
ANTIOQUIA;2018;Producción entretenimiento y medios de comunicación globales (porcentaje del PIB);2;81,08954652;3
META;2018;Producción entretenimiento y medios de comunicación globales (porcentaje del PIB);22;1,969884909;5
NARIÑO;2018;Producción entretenimiento y medios de comunicación globales (porcentaje del PIB);14;4,373971518;5
NORTE DE SANTANDER;2018;Producción entretenimiento y medios de comunicación globales (porcentaje del PIB);13;5,082670945;5
QUINDÍO;2018;Producción entretenimiento y medios de comunicación globales (porcentaje del PIB);8;17,06806967;5
RISARALDA;2018;Producción entretenimiento y medios de comunicación globales (porcentaje del PIB);3;70,32676946;5
SANTANDER;2018;Producción entretenimiento y medios de comunicación globales (porcentaje del PIB);11;7,404916718;5
SUCRE;2018;Producción entretenimiento y medios de comunicación globales (porcentaje del PIB);20;2,326189248;5
TOLIMA;2018;Producción entretenimiento y medios de comunicación globales (porcentaje del PIB);17;3,327276067;5
VALLE DEL CAUCA;2018;Producción entretenimiento y medios de comunicación globales (porcentaje del PIB);6;38,12210244;5
ATLÁNTICO;2018;Producción entretenimiento y medios de comunicación globales (porcentaje del PIB);5;40,82023558;5
ARAUCA;2018;Producción entretenimiento y medios de comunicación globales (porcentaje del PIB);25;0,221764109;5
CASANARE;2018;Producción entretenimiento y medios de comunicación globales (porcentaje del PIB);21;2,205892504;5
PUTUMAYO;2018;Producción entretenimiento y medios de comunicación globales (porcentaje del PIB);15;4,371037534;5
SAN ANDRES Y PROVIDENCIA;2018;Producción entretenimiento y medios de comunicación globales (porcentaje del PIB);1;100;1
AMAZONAS;2018;Producción entretenimiento y medios de comunicación globales (porcentaje del PIB);26;0;5
GUAINÍA;2018;Producción entretenimiento y medios de comunicación globales (porcentaje del PIB);26;0;5
GUAVIARE;2018;Producción entretenimiento y medios de comunicación globales (porcentaje del PIB);26;0;5
VICHADA;2018;Producción entretenimiento y medios de comunicación globales (porcentaje del PIB);26;0;5
BOGOTÁ & CUNDINAMARCA;2018;Solicitudes de patentes  en el sector TIC por millón de habitantes;1;100;1
BOLÍVAR;2018;Solicitudes de patentes  en el sector TIC por millón de habitantes;13;5,37368004;5
BOYACÁ;2018;Solicitudes de patentes  en el sector TIC por millón de habitantes;14;0;5
CALDAS;2018;Solicitudes de patentes  en el sector TIC por millón de habitantes;7;34,89098496;5
CAQUETÁ;2018;Solicitudes de patentes  en el sector TIC por millón de habitantes;14;0;5
CAUCA;2018;Solicitudes de patentes  en el sector TIC por millón de habitantes;10;16,43016147;5
CESAR;2018;Solicitudes de patentes  en el sector TIC por millón de habitantes;14;0;5
CÓRDOBA;2018;Solicitudes de patentes  en el sector TIC por millón de habitantes;14;0;5
CHOCÓ;2018;Solicitudes de patentes  en el sector TIC por millón de habitantes;14;0;5
HUILA;2018;Solicitudes de patentes  en el sector TIC por millón de habitantes;11;9,751651343;5
LA GUAJIRA;2018;Solicitudes de patentes  en el sector TIC por millón de habitantes;14;0;5
MAGDALENA;2018;Solicitudes de patentes  en el sector TIC por millón de habitantes;12;8,974483459;5
ANTIOQUIA;2018;Solicitudes de patentes  en el sector TIC por millón de habitantes;5;48,84207548;5
META;2018;Solicitudes de patentes  en el sector TIC por millón de habitantes;14;0;5
NARIÑO;2018;Solicitudes de patentes  en el sector TIC por millón de habitantes;14;0;5
NORTE DE SANTANDER;2018;Solicitudes de patentes  en el sector TIC por millón de habitantes;8;33,44800725;5
QUINDÍO;2018;Solicitudes de patentes  en el sector TIC por millón de habitantes;4;60,52995426;2
RISARALDA;2018;Solicitudes de patentes  en el sector TIC por millón de habitantes;3;71,90842528;1
SANTANDER;2018;Solicitudes de patentes  en el sector TIC por millón de habitantes;2;94,23931736;1
SUCRE;2018;Solicitudes de patentes  en el sector TIC por millón de habitantes;14;0;5
TOLIMA;2018;Solicitudes de patentes  en el sector TIC por millón de habitantes;14;0;5
VALLE DEL CAUCA;2018;Solicitudes de patentes  en el sector TIC por millón de habitantes;9;26,95097085;5
ATLÁNTICO;2018;Solicitudes de patentes  en el sector TIC por millón de habitantes;6;45,81465186;5
ARAUCA;2018;Solicitudes de patentes  en el sector TIC por millón de habitantes;14;0;5
CASANARE;2018;Solicitudes de patentes  en el sector TIC por millón de habitantes;14;0;5
PUTUMAYO;2018;Solicitudes de patentes  en el sector TIC por millón de habitantes;14;0;5
SAN ANDRES Y PROVIDENCIA;2018;Solicitudes de patentes  en el sector TIC por millón de habitantes;14;0;5
AMAZONAS;2018;Solicitudes de patentes  en el sector TIC por millón de habitantes;14;0;5
GUAINÍA;2018;Solicitudes de patentes  en el sector TIC por millón de habitantes;14;0;5
GUAVIARE;2018;Solicitudes de patentes  en el sector TIC por millón de habitantes;14;0;5
VICHADA;2018;Solicitudes de patentes  en el sector TIC por millón de habitantes;14;0;5
BOGOTÁ & CUNDINAMARCA;2018;Emprendimientos digitales ;1;100;1
BOLÍVAR;2018;Emprendimientos digitales ;12;31,90915175;5
BOYACÁ;2018;Emprendimientos digitales ;8;37,17980989;5
CALDAS;2018;Emprendimientos digitales ;5;49,7926615;5
CAQUETÁ;2018;Emprendimientos digitales ;25;9,277120849;5
CAUCA;2018;Emprendimientos digitales ;18;24,93213736;5
CESAR;2018;Emprendimientos digitales ;19;23,33571761;5
CÓRDOBA;2018;Emprendimientos digitales ;23;11,22177981;5
CHOCÓ;2018;Emprendimientos digitales ;27;8,133907158;5
HUILA;2018;Emprendimientos digitales ;16;28,46465066;5
LA GUAJIRA;2018;Emprendimientos digitales ;29;2,603139949;5
MAGDALENA;2018;Emprendimientos digitales ;21;20,49545935;5
ANTIOQUIA;2018;Emprendimientos digitales ;7;42,59794502;5
META;2018;Emprendimientos digitales ;13;30,8511649;5
NARIÑO;2018;Emprendimientos digitales ;22;16,91164315;5
NORTE DE SANTANDER;2018;Emprendimientos digitales ;11;33,91386864;5
QUINDÍO;2018;Emprendimientos digitales ;9;34,53097542;5
RISARALDA;2018;Emprendimientos digitales ;4;50,31234393;5
SANTANDER;2018;Emprendimientos digitales ;2;63,16777203;2
SUCRE;2018;Emprendimientos digitales ;24;10,66719196;5
TOLIMA;2018;Emprendimientos digitales ;17;27,59476755;5
VALLE DEL CAUCA;2018;Emprendimientos digitales ;6;43,63883344;5
ATLÁNTICO;2018;Emprendimientos digitales ;3;55,79546307;5
ARAUCA;2018;Emprendimientos digitales ;20;20,81766899;5
CASANARE;2018;Emprendimientos digitales ;15;28,72108268;5
PUTUMAYO;2018;Emprendimientos digitales ;28;6,835370015;5
SAN ANDRES Y PROVIDENCIA;2018;Emprendimientos digitales ;26;8,76343652;5
AMAZONAS;2018;Emprendimientos digitales ;14;29,09163774;5
GUAINÍA;2018;Emprendimientos digitales ;10;34,35474728;5
GUAVIARE;2018;Emprendimientos digitales ;30;0,569164284;5
VICHADA;2018;Emprendimientos digitales ;31;0;5
BOGOTÁ & CUNDINAMARCA;2018;Registros de software por millon de habitantes ;1;100;1
BOLÍVAR;2018;Registros de software por millon de habitantes ;13;24,19827631;3
BOYACÁ;2018;Registros de software por millon de habitantes ;12;24,59667106;3
CALDAS;2018;Registros de software por millon de habitantes ;5;52,59937785;2
CAQUETÁ;2018;Registros de software por millon de habitantes ;25;7,800926917;5
CAUCA;2018;Registros de software por millon de habitantes ;16;18,25649216;3
CESAR;2018;Registros de software por millon de habitantes ;15;18,57111663;3
CÓRDOBA;2018;Registros de software por millon de habitantes ;21;14,67250686;4
CHOCÓ;2018;Registros de software por millon de habitantes ;17;18,07659625;3
HUILA;2018;Registros de software por millon de habitantes ;10;34,40783823;3
LA GUAJIRA;2018;Registros de software por millon de habitantes ;20;15,9844529;4
MAGDALENA;2018;Registros de software por millon de habitantes ;26;7,172886614;5
ANTIOQUIA;2018;Registros de software por millon de habitantes ;11;32,20228621;3
META;2018;Registros de software por millon de habitantes ;7;45,05800533;2
NARIÑO;2018;Registros de software por millon de habitantes ;4;55,47848649;2
NORTE DE SANTANDER;2018;Registros de software por millon de habitantes ;8;40,10015137;2
QUINDÍO;2018;Registros de software por millon de habitantes ;3;67,25829426;2
RISARALDA;2018;Registros de software por millon de habitantes ;2;67,28552777;2
SANTANDER;2018;Registros de software por millon de habitantes ;6;52,41138018;2
SUCRE;2018;Registros de software por millon de habitantes ;24;8,286176094;5
TOLIMA;2018;Registros de software por millon de habitantes ;19;17,15005318;3
VALLE DEL CAUCA;2018;Registros de software por millon de habitantes ;14;23,833231;3
ATLÁNTICO;2018;Registros de software por millon de habitantes ;9;36,88545032;3
ARAUCA;2018;Registros de software por millon de habitantes ;23;8,3911439;5
CASANARE;2018;Registros de software por millon de habitantes ;22;12,18876138;4
PUTUMAYO;2018;Registros de software por millon de habitantes ;30;2,540296572;5
SAN ANDRES Y PROVIDENCIA;2018;Registros de software por millon de habitantes ;29;2,891960334;5
AMAZONAS;2018;Registros de software por millon de habitantes ;18;17,3096893;3
GUAINÍA;2018;Registros de software por millon de habitantes ;31;0;5
GUAVIARE;2018;Registros de software por millon de habitantes ;27;3,938041339;5
VICHADA;2018;Registros de software por millon de habitantes ;28;2,97975226;5
BOGOTÁ & CUNDINAMARCA;2018;Solicitudes de patentes  por millón de habitantes;1;100;1
BOLÍVAR;2018;Solicitudes de patentes  por millón de habitantes;17;5,594749155;5
BOYACÁ;2018;Solicitudes de patentes  por millón de habitantes;10;26,80948188;4
CALDAS;2018;Solicitudes de patentes  por millón de habitantes;6;57,08430134;3
CAQUETÁ;2018;Solicitudes de patentes  por millón de habitantes;24;0;5
CAUCA;2018;Solicitudes de patentes  por millón de habitantes;13;18,32794911;5
CESAR;2018;Solicitudes de patentes  por millón de habitantes;23;1,628654234;5
CÓRDOBA;2018;Solicitudes de patentes  por millón de habitantes;22;1,946913266;5
CHOCÓ;2018;Solicitudes de patentes  por millón de habitantes;21;3,363898854;5
HUILA;2018;Solicitudes de patentes  por millón de habitantes;8;42,06171133;3
LA GUAJIRA;2018;Solicitudes de patentes  por millón de habitantes;24;0;5
MAGDALENA;2018;Solicitudes de patentes  por millón de habitantes;18;5,339249653;5
ANTIOQUIA;2018;Solicitudes de patentes  por millón de habitantes;3;84,31992574;1
META;2018;Solicitudes de patentes  por millón de habitantes;14;15,47015281;5
NARIÑO;2018;Solicitudes de patentes  por millón de habitantes;19;4,799170144;5
NORTE DE SANTANDER;2018;Solicitudes de patentes  por millón de habitantes;12;21,14316281;5
QUINDÍO;2018;Solicitudes de patentes  por millón de habitantes;4;72,02298355;2
RISARALDA;2018;Solicitudes de patentes  por millón de habitantes;5;67,73652297;2
SANTANDER;2018;Solicitudes de patentes  por millón de habitantes;2;96,46723868;1
SUCRE;2018;Solicitudes de patentes  por millón de habitantes;24;0;5
TOLIMA;2018;Solicitudes de patentes  por millón de habitantes;15;10,90421366;5
VALLE DEL CAUCA;2018;Solicitudes de patentes  por millón de habitantes;9;38,6276573;3
ATLÁNTICO;2018;Solicitudes de patentes  por millón de habitantes;7;43,61090911;3
ARAUCA;2018;Solicitudes de patentes  por millón de habitantes;24;0;5
CASANARE;2018;Solicitudes de patentes  por millón de habitantes;20;4,649858177;5
PUTUMAYO;2018;Solicitudes de patentes  por millón de habitantes;16;9,690909866;5
SAN ANDRES Y PROVIDENCIA;2018;Solicitudes de patentes  por millón de habitantes;11;22,0649252;5
AMAZONAS;2018;Solicitudes de patentes  por millón de habitantes;24;0;5
GUAINÍA;2018;Solicitudes de patentes  por millón de habitantes;24;0;5
GUAVIARE;2018;Solicitudes de patentes  por millón de habitantes;24;0;5
VICHADA;2018;Solicitudes de patentes  por millón de habitantes;24;0;5
BOGOTÁ & CUNDINAMARCA;2018;Empresas innovadoras en sentido estricto (porcentaje) ;1;100;1
BOLÍVAR;2018;Empresas innovadoras en sentido estricto (porcentaje) ;7;0;5
BOYACÁ;2018;Empresas innovadoras en sentido estricto (porcentaje) ;7;0;5
CALDAS;2018;Empresas innovadoras en sentido estricto (porcentaje) ;7;0;5
CAQUETÁ;2018;Empresas innovadoras en sentido estricto (porcentaje) ;7;0;5
CAUCA;2018;Empresas innovadoras en sentido estricto (porcentaje) ;2;97,76007735;1
CESAR;2018;Empresas innovadoras en sentido estricto (porcentaje) ;7;0;5
CÓRDOBA;2018;Empresas innovadoras en sentido estricto (porcentaje) ;7;0;5
CHOCÓ;2018;Empresas innovadoras en sentido estricto (porcentaje) ;7;0;5
HUILA;2018;Empresas innovadoras en sentido estricto (porcentaje) ;7;0;5
LA GUAJIRA;2018;Empresas innovadoras en sentido estricto (porcentaje) ;7;0;5
MAGDALENA;2018;Empresas innovadoras en sentido estricto (porcentaje) ;7;0;5
ANTIOQUIA;2018;Empresas innovadoras en sentido estricto (porcentaje) ;5;38,9229072;2
META;2018;Empresas innovadoras en sentido estricto (porcentaje) ;1;100;1
NARIÑO;2018;Empresas innovadoras en sentido estricto (porcentaje) ;7;0;5
NORTE DE SANTANDER;2018;Empresas innovadoras en sentido estricto (porcentaje) ;7;0;5
QUINDÍO;2018;Empresas innovadoras en sentido estricto (porcentaje) ;7;0;5
RISARALDA;2018;Empresas innovadoras en sentido estricto (porcentaje) ;7;0;5
SANTANDER;2018;Empresas innovadoras en sentido estricto (porcentaje) ;3;49,91057082;2
SUCRE;2018;Empresas innovadoras en sentido estricto (porcentaje) ;7;0;5
TOLIMA;2018;Empresas innovadoras en sentido estricto (porcentaje) ;7;0;5
VALLE DEL CAUCA;2018;Empresas innovadoras en sentido estricto (porcentaje) ;6;31,61132428;3
ATLÁNTICO;2018;Empresas innovadoras en sentido estricto (porcentaje) ;4;43,2847542;2
ARAUCA;2018;Empresas innovadoras en sentido estricto (porcentaje) ;7;0;5
CASANARE;2018;Empresas innovadoras en sentido estricto (porcentaje) ;7;0;5
PUTUMAYO;2018;Empresas innovadoras en sentido estricto (porcentaje) ;7;0;5
SAN ANDRES Y PROVIDENCIA;2018;Empresas innovadoras en sentido estricto (porcentaje) ;7;0;5
AMAZONAS;2018;Empresas innovadoras en sentido estricto (porcentaje) ;7;0;5
GUAINÍA;2018;Empresas innovadoras en sentido estricto (porcentaje) ;7;0;5
GUAVIARE;2018;Empresas innovadoras en sentido estricto (porcentaje) ;7;0;5
VICHADA;2018;Empresas innovadoras en sentido estricto (porcentaje) ;7;0;5
BOGOTÁ & CUNDINAMARCA;2018;Solicitudes de modelos de utilidad por millón de habitantes;1;100;1
BOLÍVAR;2018;Solicitudes de modelos de utilidad por millón de habitantes;15;9,505057705;4
BOYACÁ;2018;Solicitudes de modelos de utilidad por millón de habitantes;17;6,832093769;4
CALDAS;2018;Solicitudes de modelos de utilidad por millón de habitantes;10;17,63307842;3
CAQUETÁ;2018;Solicitudes de modelos de utilidad por millón de habitantes;9;17,84443529;3
CAUCA;2018;Solicitudes de modelos de utilidad por millón de habitantes;16;8,303414939;4
CESAR;2018;Solicitudes de modelos de utilidad por millón de habitantes;21;2,766960956;4
CÓRDOBA;2018;Solicitudes de modelos de utilidad por millón de habitantes;22;1,653829548;5
CHOCÓ;2018;Solicitudes de modelos de utilidad por millón de habitantes;23;0;5
HUILA;2018;Solicitudes de modelos de utilidad por millón de habitantes;14;9,856507809;3
LA GUAJIRA;2018;Solicitudes de modelos de utilidad por millón de habitantes;23;0;5
MAGDALENA;2018;Solicitudes de modelos de utilidad por millón de habitantes;20;4,535491641;4
ANTIOQUIA;2018;Solicitudes de modelos de utilidad por millón de habitantes;4;35,70310702;2
META;2018;Solicitudes de modelos de utilidad por millón de habitantes;12;14,60145845;3
NARIÑO;2018;Solicitudes de modelos de utilidad por millón de habitantes;19;6,522743077;4
NORTE DE SANTANDER;2018;Solicitudes de modelos de utilidad por millón de habitantes;11;14,79085267;3
QUINDÍO;2018;Solicitudes de modelos de utilidad por millón de habitantes;3;45,88561049;2
RISARALDA;2018;Solicitudes de modelos de utilidad por millón de habitantes;2;66,62483131;2
SANTANDER;2018;Solicitudes de modelos de utilidad por millón de habitantes;6;26,61470917;2
SUCRE;2018;Solicitudes de modelos de utilidad por millón de habitantes;18;6,713027743;4
TOLIMA;2018;Solicitudes de modelos de utilidad por millón de habitantes;7;24,70058436;3
VALLE DEL CAUCA;2018;Solicitudes de modelos de utilidad por millón de habitantes;5;32,81274115;2
ATLÁNTICO;2018;Solicitudes de modelos de utilidad por millón de habitantes;13;13,89218476;3
ARAUCA;2018;Solicitudes de modelos de utilidad por millón de habitantes;23;0;5
CASANARE;2018;Solicitudes de modelos de utilidad por millón de habitantes;8;23,69927716;3
PUTUMAYO;2018;Solicitudes de modelos de utilidad por millón de habitantes;23;0;5
SAN ANDRES Y PROVIDENCIA;2018;Solicitudes de modelos de utilidad por millón de habitantes;23;0;5
AMAZONAS;2018;Solicitudes de modelos de utilidad por millón de habitantes;23;0;5
GUAINÍA;2018;Solicitudes de modelos de utilidad por millón de habitantes;23;0;5
GUAVIARE;2018;Solicitudes de modelos de utilidad por millón de habitantes;23;0;5
VICHADA;2018;Solicitudes de modelos de utilidad por millón de habitantes;23;0;5
BOGOTÁ & CUNDINAMARCA;2018;Artículos en publicaciones científicas y técnicas por cada 100 investigadores. ;2;69,69658699;1
BOLÍVAR;2018;Artículos en publicaciones científicas y técnicas por cada 100 investigadores. ;17;35,70099977;2
BOYACÁ;2018;Artículos en publicaciones científicas y técnicas por cada 100 investigadores. ;6;50,92084386;2
CALDAS;2018;Artículos en publicaciones científicas y técnicas por cada 100 investigadores. ;18;30,57051546;2
CAQUETÁ;2018;Artículos en publicaciones científicas y técnicas por cada 100 investigadores. ;5;53,26203209;2
CAUCA;2018;Artículos en publicaciones científicas y técnicas por cada 100 investigadores. ;4;55,21660207;2
CESAR;2018;Artículos en publicaciones científicas y técnicas por cada 100 investigadores. ;24;10,89450656;3
CÓRDOBA;2018;Artículos en publicaciones científicas y técnicas por cada 100 investigadores. ;13;43,9623122;2
CHOCÓ;2018;Artículos en publicaciones científicas y técnicas por cada 100 investigadores. ;20;28,40641711;2
HUILA;2018;Artículos en publicaciones científicas y técnicas por cada 100 investigadores. ;16;37,44986631;2
LA GUAJIRA;2018;Artículos en publicaciones científicas y técnicas por cada 100 investigadores. ;23;13,31550802;3
MAGDALENA;2018;Artículos en publicaciones científicas y técnicas por cada 100 investigadores. ;7;50,38300332;2
ANTIOQUIA;2018;Artículos en publicaciones científicas y técnicas por cada 100 investigadores. ;12;44,13296928;2
META;2018;Artículos en publicaciones científicas y técnicas por cada 100 investigadores. ;21;17,46296134;2
NARIÑO;2018;Artículos en publicaciones científicas y técnicas por cada 100 investigadores. ;22;16,3047037;3
NORTE DE SANTANDER;2018;Artículos en publicaciones científicas y técnicas por cada 100 investigadores. ;15;39,38389696;2
QUINDÍO;2018;Artículos en publicaciones científicas y técnicas por cada 100 investigadores. ;3;65,17590768;1
RISARALDA;2018;Artículos en publicaciones científicas y técnicas por cada 100 investigadores. ;10;47,34402852;2
SANTANDER;2018;Artículos en publicaciones científicas y técnicas por cada 100 investigadores. ;9;48,50056144;2
SUCRE;2018;Artículos en publicaciones científicas y técnicas por cada 100 investigadores. ;19;29,95989305;2
TOLIMA;2018;Artículos en publicaciones científicas y técnicas por cada 100 investigadores. ;11;44,45177114;2
VALLE DEL CAUCA;2018;Artículos en publicaciones científicas y técnicas por cada 100 investigadores. ;8;49,84779926;2
ATLÁNTICO;2018;Artículos en publicaciones científicas y técnicas por cada 100 investigadores. ;1;100;1
ARAUCA;2018;Artículos en publicaciones científicas y técnicas por cada 100 investigadores. ;26;0;5
CASANARE;2018;Artículos en publicaciones científicas y técnicas por cada 100 investigadores. ;14;39,94652406;2
PUTUMAYO;2018;Artículos en publicaciones científicas y técnicas por cada 100 investigadores. ;26;0;5
SAN ANDRES Y PROVIDENCIA;2018;Artículos en publicaciones científicas y técnicas por cada 100 investigadores. ;26;0;5
AMAZONAS;2018;Artículos en publicaciones científicas y técnicas por cada 100 investigadores. ;25;5,918003565;3
GUAINÍA;2018;Artículos en publicaciones científicas y técnicas por cada 100 investigadores. ;26;0;5
GUAVIARE;2018;Artículos en publicaciones científicas y técnicas por cada 100 investigadores. ;26;0;5
VICHADA;2018;Artículos en publicaciones científicas y técnicas por cada 100 investigadores. ;26;0;5
BOGOTÁ & CUNDINAMARCA;2018;Índice H (Hirsch) de documentos citables;5;27,71084337;3
BOLÍVAR;2018;Índice H (Hirsch) de documentos citables;4;30,12048193;3
BOYACÁ;2018;Índice H (Hirsch) de documentos citables;10;15,06024096;4
CALDAS;2018;Índice H (Hirsch) de documentos citables;7;19,87951807;3
CAQUETÁ;2018;Índice H (Hirsch) de documentos citables;13;10,84337349;4
CAUCA;2018;Índice H (Hirsch) de documentos citables;11;14,45783133;4
CESAR;2018;Índice H (Hirsch) de documentos citables;15;4,819277108;4
CÓRDOBA;2018;Índice H (Hirsch) de documentos citables;12;13,85542169;4
CHOCÓ;2018;Índice H (Hirsch) de documentos citables;14;9,638554217;4
HUILA;2018;Índice H (Hirsch) de documentos citables;11;14,45783133;4
LA GUAJIRA;2018;Índice H (Hirsch) de documentos citables;18;0;5
MAGDALENA;2018;Índice H (Hirsch) de documentos citables;9;15,6626506;3
ANTIOQUIA;2018;Índice H (Hirsch) de documentos citables;2;63,85542169;2
META;2018;Índice H (Hirsch) de documentos citables;18;0;5
NARIÑO;2018;Índice H (Hirsch) de documentos citables;12;13,85542169;4
NORTE DE SANTANDER;2018;Índice H (Hirsch) de documentos citables;18;0;5
QUINDÍO;2018;Índice H (Hirsch) de documentos citables;8;19,27710843;3
RISARALDA;2018;Índice H (Hirsch) de documentos citables;6;22,28915663;3
SANTANDER;2018;Índice H (Hirsch) de documentos citables;3;48,19277108;2
SUCRE;2018;Índice H (Hirsch) de documentos citables;9;15,6626506;3
TOLIMA;2018;Índice H (Hirsch) de documentos citables;8;19,27710843;3
VALLE DEL CAUCA;2018;Índice H (Hirsch) de documentos citables;18;0;5
ATLÁNTICO;2018;Índice H (Hirsch) de documentos citables;1;100;1
ARAUCA;2018;Índice H (Hirsch) de documentos citables;18;0;5
CASANARE;2018;Índice H (Hirsch) de documentos citables;16;3,614457831;5
PUTUMAYO;2018;Índice H (Hirsch) de documentos citables;17;1,204819277;5
SAN ANDRES Y PROVIDENCIA;2018;Índice H (Hirsch) de documentos citables;18;0;5
AMAZONAS;2018;Índice H (Hirsch) de documentos citables;16;3,614457831;5
GUAINÍA;2018;Índice H (Hirsch) de documentos citables;18;0;5
GUAVIARE;2018;Índice H (Hirsch) de documentos citables;18;0;5
VICHADA;2018;Índice H (Hirsch) de documentos citables;17;1,204819277;5
BOGOTÁ & CUNDINAMARCA;2018;Empresas innovadoras en sentido amplio (porcentaje);26;3,370119953;5
BOLÍVAR;2018;Empresas innovadoras en sentido amplio (porcentaje);12;31,07015427;3
BOYACÁ;2018;Empresas innovadoras en sentido amplio (porcentaje);11;31,16428363;3
CALDAS;2018;Empresas innovadoras en sentido amplio (porcentaje);4;54,73398169;2
CAQUETÁ;2018;Empresas innovadoras en sentido amplio (porcentaje);22;6,998918706;4
CAUCA;2018;Empresas innovadoras en sentido amplio (porcentaje);9;33,6665766;3
CESAR;2018;Empresas innovadoras en sentido amplio (porcentaje);17;19,09126365;3
CÓRDOBA;2018;Empresas innovadoras en sentido amplio (porcentaje);16;19,29434719;3
CHOCÓ;2018;Empresas innovadoras en sentido amplio (porcentaje);24;5,426829268;4
HUILA;2018;Empresas innovadoras en sentido amplio (porcentaje);20;14,11938015;4
LA GUAJIRA;2018;Empresas innovadoras en sentido amplio (porcentaje);27;3,137669663;5
MAGDALENA;2018;Empresas innovadoras en sentido amplio (porcentaje);14;26,89498867;3
ANTIOQUIA;2018;Empresas innovadoras en sentido amplio (porcentaje);1;100;1
META;2018;Empresas innovadoras en sentido amplio (porcentaje);19;14,25140112;4
NARIÑO;2018;Empresas innovadoras en sentido amplio (porcentaje);23;6,857646055;4
NORTE DE SANTANDER;2018;Empresas innovadoras en sentido amplio (porcentaje);15;23,63877822;3
QUINDÍO;2018;Empresas innovadoras en sentido amplio (porcentaje);7;45,96900966;3
RISARALDA;2018;Empresas innovadoras en sentido amplio (porcentaje);2;62,88456443;2
SANTANDER;2018;Empresas innovadoras en sentido amplio (porcentaje);6;51,97379009;2
SUCRE;2018;Empresas innovadoras en sentido amplio (porcentaje);10;33,11390956;3
TOLIMA;2018;Empresas innovadoras en sentido amplio (porcentaje);13;27,57175399;3
VALLE DEL CAUCA;2018;Empresas innovadoras en sentido amplio (porcentaje);5;54,17227897;2
ATLÁNTICO;2018;Empresas innovadoras en sentido amplio (porcentaje);3;58,9157179;2
ARAUCA;2018;Empresas innovadoras en sentido amplio (porcentaje);28;0;5
CASANARE;2018;Empresas innovadoras en sentido amplio (porcentaje);21;10,44243461;4
PUTUMAYO;2018;Empresas innovadoras en sentido amplio (porcentaje);25;3,67426979;5
SAN ANDRES Y PROVIDENCIA;2018;Empresas innovadoras en sentido amplio (porcentaje);28;0;5
AMAZONAS;2018;Empresas innovadoras en sentido amplio (porcentaje);18;16,49675626;4
GUAINÍA;2018;Empresas innovadoras en sentido amplio (porcentaje);8;37,31656184;3
GUAVIARE;2018;Empresas innovadoras en sentido amplio (porcentaje);28;0;5
VICHADA;2018;Empresas innovadoras en sentido amplio (porcentaje);28;0;5
BOGOTÁ & CUNDINAMARCA;2018;PIB por trabajador (millones de pesos constantes 2015) ;3;70,36724948;1
BOLÍVAR;2018;PIB por trabajador (millones de pesos constantes 2015) ;9;39,82725554;2
BOYACÁ;2018;PIB por trabajador (millones de pesos constantes 2015) ;5;53,90533558;2
CALDAS;2018;PIB por trabajador (millones de pesos constantes 2015) ;10;38,79237061;2
CAQUETÁ;2018;PIB por trabajador (millones de pesos constantes 2015) ;30;8,512309889;3
CAUCA;2018;PIB por trabajador (millones de pesos constantes 2015) ;23;22,21303339;2
CESAR;2018;PIB por trabajador (millones de pesos constantes 2015) ;4;58,35492309;2
CÓRDOBA;2018;PIB por trabajador (millones de pesos constantes 2015) ;29;9,55990667;3
CHOCÓ;2018;PIB por trabajador (millones de pesos constantes 2015) ;26;15,31544434;3
HUILA;2018;PIB por trabajador (millones de pesos constantes 2015) ;22;25,32103805;2
LA GUAJIRA;2018;PIB por trabajador (millones de pesos constantes 2015) ;27;14,24639562;3
MAGDALENA;2018;PIB por trabajador (millones de pesos constantes 2015) ;25;17,04191336;2
ANTIOQUIA;2018;PIB por trabajador (millones de pesos constantes 2015) ;6;53,44803992;2
META;2018;PIB por trabajador (millones de pesos constantes 2015) ;1;100;1
NARIÑO;2018;PIB por trabajador (millones de pesos constantes 2015) ;31;0;5
NORTE DE SANTANDER;2018;PIB por trabajador (millones de pesos constantes 2015) ;24;19,10442111;2
